Temperature_K,Wavelength_nm,n,k,Eg_eV
310,1050.0,3.5608,0.00012689322793145251,1.1217575840722467
310,1060.0,3.5578,9.09314346823857e-05,1.1217575840722467
310,1070.0,3.5547999999999997,6.72685040160473e-05,1.1217575840722467
310,1080.0,3.5517999999999996,5.1630827584610533e-05,1.1217575840722467
310,1090.0,3.5488,3.933467383616796e-05,1.1217575840722467
310,1100.0,3.5463,2.993180891714872e-05,1.1217575840722467
310,1110.0,3.5439,2.2622781474457182e-05,1.1217575840722467
310,1120.0,3.5416,1.6816326760374922e-05,1.1217575840722467
310,1130.0,3.5393,1.2088392015373039e-05,1.1217575840722467
310,1140.0,3.537,8.318955596268211e-06,1.1217575840722467
310,1150.0,3.5349,5.3960123000186515e-06,1.1217575840722467
310,1160.0,3.5328,3.192027315364544e-06,1.1217575840722467
310,1170.0,3.5307,1.5425723636551585e-06,1.1217575840722467
310,1180.0,3.5286999999999997,4.943312596495509e-07,1.1217575840722467
310,1190.0,3.5267999999999997,2.2731788127929767e-07,1.1217575840722467
310,1200.0,3.5248999999999997,0.0,1.1217575840722467
320,300.0,5.1026,4.203810442236944,1.1190887484021335
320,310.0,5.1216,3.6083170348675537,1.1190887484021335
320,320.0,5.1426,3.3038812803642297,1.1190887484021335
320,330.0,5.212599999999999,3.105881697691725,1.1190887484021335
320,340.0,5.3266,2.984685651792686,1.1190887484021335
320,350.0,5.5276,2.9424706307824167,1.1190887484021335
320,360.0,6.0656,2.915488332265312,1.1190887484021335
320,370.0,6.9636,2.0245666440732344,1.1190887484021335
320,380.0,6.6536,0.8867703317763009,1.1190887484021335
320,390.0,6.061599999999999,0.4363240561076075,1.1190887484021335
320,400.0,5.6335999999999995,0.2835775501780925,1.1190887484021335
320,410.0,5.348599999999999,0.21619236960953142,1.1190887484021335
320,420.0,5.1366,0.1674627579080073,1.1190887484021335
320,430.0,4.965599999999999,0.13087503014665047,1.1190887484021335
320,440.0,4.821599999999999,0.10624507982462658,1.1190887484021335
320,450.0,4.7006,0.0919174247401674,1.1190887484021335
320,460.0,4.595599999999999,0.07827969208054002,1.1190887484021335
320,470.0,4.505599999999999,0.06715138074443401,1.1190887484021335
320,480.0,4.4266,0.05815617261158033,1.1190887484021335
320,490.0,4.3586,0.05085646742991677,1.1190887484021335
320,500.0,4.2985999999999995,0.04474417453965062,1.1190887484021335
320,510.0,4.244599999999999,0.03993308511384189,1.1190887484021335
320,520.0,4.1975999999999996,0.0361154088266915,1.1190887484021335
320,530.0,4.154599999999999,0.0329459566019443,1.1190887484021335
320,540.0,4.1156,0.030173788668886557,1.1190887484021335
320,550.0,4.0806,0.027771944135514235,1.1190887484021335
320,560.0,4.0485999999999995,0.025737501158491917,1.1190887484021335
320,570.0,4.018599999999999,0.023887387218739658,1.1190887484021335
320,580.0,3.9916,0.022297807397149427,1.1190887484021335
320,590.0,3.9666,0.02096113380798568,1.1190887484021335
320,600.0,3.9436,0.019605358079822815,1.1190887484021335
320,610.0,3.9216,0.01842882464617245,1.1190887484021335
320,620.0,3.9016,0.017336871780278422,1.1190887484021335
320,630.0,3.8826,0.01630641888434753,1.1190887484021335
320,640.0,3.8646000000000003,0.015343497246640792,1.1190887484021335
320,650.0,3.8476,0.014451789559476598,1.1190887484021335
320,660.0,3.8326000000000002,0.01360828321832053,1.1190887484021335
320,670.0,3.8176,0.012805906507911902,1.1190887484021335
320,680.0,3.8036,0.01203803331606008,1.1190887484021335
320,690.0,3.7906,0.011304236390250962,1.1190887484021335
320,700.0,3.7776,0.010608129195536867,1.1190887484021335
320,710.0,3.7666,0.009940185585543151,1.1190887484021335
320,720.0,3.7546,0.009305893007278597,1.1190887484021335
320,730.0,3.7446,0.008701702119804675,1.1190887484021335
320,740.0,3.7346,0.008125151231777495,1.1190887484021335
320,750.0,3.7246,0.0075767173871275195,1.1190887484021335
320,760.0,3.7156000000000002,0.007055179541564388,1.1190887484021335
320,770.0,3.7066,0.006562197068544974,1.1190887484021335
320,780.0,3.6986,0.006088603337978138,1.1190887484021335
320,790.0,3.6906,0.005642977626619486,1.1190887484021335
320,800.0,3.6826,0.005220602753184264,1.1190887484021335
320,810.0,3.6756,0.004818773102351061,1.1190887484021335
320,820.0,3.6686,0.0044386192822385,1.1190887484021335
320,830.0,3.6616,0.004078938441778055,1.1190887484021335
320,840.0,3.6556,0.003738064799555142,1.1190887484021335
320,850.0,3.6486,0.003415648907391985,1.1190887484021335
320,860.0,3.6426,0.0031114986510611836,1.1190887484021335
320,870.0,3.6376,0.002825622446772019,1.1190887484021335
320,880.0,3.6316,0.002556550144441316,1.1190887484021335
320,890.0,3.6266000000000003,0.0023032084531992036,1.1190887484021335
320,900.0,3.6216,0.0020667703453338274,1.1190887484021335
320,910.0,3.6166,0.0018448684321190646,1.1190887484021335
320,920.0,3.6116,0.001634177630871687,1.1190887484021335
320,930.0,3.6076,0.0014396288495862276,1.1190887484021335
320,940.0,3.6026000000000002,0.0012677368462489782,1.1190887484021335
320,950.0,3.5986000000000002,0.001101452465700898,1.1190887484021335
320,960.0,3.5946000000000002,0.000947232836036023,1.1190887484021335
320,970.0,3.5906000000000002,0.0008080290163981845,1.1190887484021335
320,980.0,3.5866000000000002,0.0006819040065757678,1.1190887484021335
320,990.0,3.5826000000000002,0.0005666427948400623,1.1190887484021335
320,1000.0,3.5786000000000002,0.0004630228670022594,1.1190887484021335
320,1010.0,3.5746,0.00037168052231380754,1.1190887484021335
320,1020.0,3.5716,0.0002906702547494611,1.1190887484021335
320,1030.0,3.5686,0.00022032129704454095,1.1190887484021335
320,1040.0,3.5656,0.00016301899269316128,1.1190887484021335
320,1050.0,3.5626,0.00011756531318644499,1.1190887484021335
320,1060.0,3.5596,8.461605231999693e-05,1.1190887484021335
320,1070.0,3.5566,6.31868880374035e-05,1.1190887484021335
320,1080.0,3.5536,4.833120112787265e-05,1.1190887484021335
320,1090.0,3.5506,3.6770520296582004e-05,1.1190887484021335
320,1100.0,3.5481000000000003,2.7907347348295897e-05,1.1190887484021335
320,1110.0,3.5457,2.0997520574333338e-05,1.1190887484021335
320,1120.0,3.5434,1.5461850472970596e-05,1.1190887484021335
320,1130.0,3.5411,1.0981349594148107e-05,1.1190887484021335
320,1140.0,3.5388,7.437927035438029e-06,1.1190887484021335
320,1150.0,3.5367,4.716769839205362e-06,1.1190887484021335
320,1160.0,3.5346,2.6764472814152463e-06,1.1190887484021335
320,1170.0,3.5325,1.1439230075024135e-06,1.1190887484021335
320,1180.0,3.5305,3.92481732297382e-07,1.1190887484021335
320,1190.0,3.5286,1.962758787769516e-07,1.1190887484021335
320,1200.0,3.5267,0.0,1.1190887484021335
330,300.0,5.1044,4.191539206269724,1.1163912075735756
330,310.0,5.1234,3.601660747129487,1.1163912075735756
330,320.0,5.1444,3.2992616685310554,1.1163912075735756
330,330.0,5.2143999999999995,3.1028341388887455,1.1163912075735756
330,340.0,5.3284,2.983499045502858,1.1163912075735756
330,350.0,5.5294,2.9431250125060684,1.1163912075735756
330,360.0,6.0674,2.8902915185482336,1.1163912075735756
330,370.0,6.9654,1.9885065868403777,1.1163912075735756
330,380.0,6.6554,0.8716288211836565,1.1163912075735756
330,390.0,6.0634,0.4309444512951362,1.1163912075735756
330,400.0,5.6354,0.28113189454776705,1.1163912075735756
330,410.0,5.3504,0.21433863210658846,1.1163912075735756
